USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
tanu              7394  21.7  3.7 1953291472 307344   ??  S    11:09AM   0:19.93 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/tanu/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1787022621955066 --launch-time-ticks=8928699024 --shared-files --field-trial-handle=1718379636,r,9458431235594540028,15585894896963821401,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10488696142628208022,14478693751458410815,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:42a9412e-0222-448d-98f1-1f3ca32721a1 --seatbelt-client=63
_windowserver      612   4.4  1.2 436261984 102624   ??  Ss    8:56PM  20:15.81 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer -daemon
tanu               878   0.0  0.1 435341024   8624   ??  Ss    8:56PM   0:01.74 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53YWxscGFwZXIuZXh0ZW5zaW9uLmltYWdlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               872   0.0  0.1 435352416  11776   ??  S     8:56PM   0:02.46 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
tanu               873   0.0  0.6 443307312  49312   ??  S     8:56PM   0:27.21 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
tanu               870   0.0  0.1 435356832   7824   ??  S     8:56PM   0:00.65 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
tanu               869   0.0  0.1 435351600   9920   ??  S     8:56PM   0:01.65 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
tanu               867   0.0  0.2 435377008  16624   ??  S     8:56PM   0:04.42 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
tanu               865   0.0  0.1 435348720   9376   ??  S     8:56PM   0:01.22 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
tanu               863   0.0  0.2 435375344  13280   ??  S     8:56PM   0:02.47 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
_oahd              862   0.0  0.0 435301712   1648   ??  Ss    8:56PM   0:00.02 /usr/libexec/rosetta/oahd
tanu               861   0.0  0.1 435376224  10496   ??  S     8:56PM   0:02.44 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
tanu               859   0.0  0.1 435364016   4352   ??  S     8:56PM   0:00.50 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
tanu               852   0.0  0.1 435344208   9776   ??  S     8:56PM   0:00.86 /System/Library/CoreServices/audioaccessoryd
tanu               850   0.0  0.1 435340992   7136   ??  S     8:56PM   0:11.25 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
tanu               848   0.0  0.2 435402384  14160   ??  S     8:56PM   0:01.92 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
tanu               847   0.0  0.1 435341536   7232   ??  S     8:56PM   0:00.49 /usr/libexec/ContinuityCaptureAgent server
tanu               845   0.0  0.0 435352112   3680   ??  S     8:56PM   0:00.11 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
tanu               842   0.0  0.2 435412720  17168   ??  S     8:56PM   0:03.73 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
tanu               838   0.0  0.1 435525872  12160   ??  S     8:56PM   0:00.33 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
_appleevents       824   0.0  0.0 435305232   2096   ??  S     8:56PM   0:00.40 /usr/sbin/distnoted agent
tanu               839   0.0  0.1 435376256   9936   ??  S     8:56PM   0:05.81 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
tanu               836   0.0  0.2 435344128  12640   ??  S     8:56PM   0:07.64 /usr/libexec/trustd --agent
tanu               841   0.0  0.1 435351584  10496   ??  S     8:56PM   0:01.66 /usr/libexec/pkd
tanu               837   0.0  0.2 435341648  12608   ??  S     8:56PM   0:00.47 /System/Library/CoreServices/sharedfilelistd
root               835   0.0  0.0 435306784   2160   ??  Ss    8:56PM   0:00.03 automountd
tanu               827   0.0  0.1 435339760   5760   ??  S     8:56PM   0:00.72 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
tanu               834   0.0  0.1 435391456  11952   ??  S     8:56PM   0:01.44 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
tanu               833   0.0  0.2 435396784  13264   ??  S     8:56PM   0:17.51 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
root               832   0.0  0.1 435317424   8320   ??  Ss    8:56PM   0:00.65 /usr/sbin/filecoordinationd
tanu               830   0.0  0.0 435305744   3904   ??  S     8:56PM   0:00.67 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
tanu               826   0.0  0.1 435303392   9856   ??  Ss    8:56PM   0:00.24 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
tanu               823   0.0  0.1 435554608   9952   ??  S     8:56PM   0:00.59 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
tanu               820   0.0  0.1 435548320   9296   ??  S     8:56PM   0:00.28 /System/Library/PrivateFrameworks/AccessibilitySupport.framework/Versions/A/Resources/AccessibilityVisualsAgent.app/Contents/MacOS/AccessibilityVisualsAgent
tanu               818   0.0  0.1 435520016   7952   ??  S     8:56PM   0:00.32 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
tanu               817   0.0  0.5 435637520  38400   ??  S     8:56PM   0:26.94 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
tanu               815   0.0  0.3 435407648  22864   ??  S     8:56PM   0:08.84 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
tanu               814   0.0  0.1 435370304  10448   ??  S     8:56PM   0:05.83 /System/Library/CoreServices/talagentd
tanu               813   0.0  0.2 435373984  14512   ??  S     8:56PM   0:02.38 /usr/libexec/linkd
tanu               811   0.0  0.1 435352704  11232   ??  S     8:56PM   0:02.05 /usr/libexec/lsd
tanu               812   0.0  0.2 435341136  13536   ??  S     8:56PM   0:14.84 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
tanu               810   0.0  0.2 435373680  20160   ??  S     8:56PM   0:27.99 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
tanu               808   0.0  0.1 435351232   9600   ??  S     8:56PM   0:00.40 /usr/libexec/pboard
tanu               807   0.0  0.1 435339504   5344   ??  S     8:56PM   0:01.62 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
tanu               803   0.0  0.1 435350464   9120   ??  S     8:56PM   0:00.50 /usr/libexec/neagent
tanu               797   0.0  0.1 435342480  10944   ??  S     8:56PM   0:03.17 /usr/libexec/UserEventAgent (Aqua)
tanu               806   0.0  0.1 435367456  10000   ??  S     8:56PM   0:01.55 /usr/sbin/universalaccessd launchd -s
tanu               805   0.0  0.2 435576032  15536   ??  S     8:56PM   0:01.34 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
tanu               796   0.0  0.1 435308896   6144   ??  S     8:56PM   0:10.67 /usr/sbin/cfprefsd agent
tanu               793   0.0  0.1 435347920  11184   ??  S     8:56PM   0:08.68 /usr/libexec/secd
_spotlight         791   0.0  0.0 435305424   2160   ??  S     8:56PM   0:00.39 /usr/sbin/distnoted agent
tanu               787   0.0  0.1 435305024   4336   ??  S     8:56PM   0:04.32 /usr/sbin/distnoted agent
root               783   0.0  0.1 435341360   6688   ??  Ss    8:56PM   0:00.41 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
_nsurlsessiond     778   0.0  0.0 435305568   2080   ??  S     8:56PM   0:00.40 /usr/sbin/distnoted agent
root               779   0.0  0.1 435370464   8800   ??  Ss    8:56PM   0:12.42 /usr/libexec/searchpartyd
_mds_stores        774   0.0  0.6 443340032  50512   ??  Ss    8:56PM   1:03.99 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
_softwareupdate    771   0.0  0.0 435304976   2176   ??  S     8:56PM   0:00.41 /usr/sbin/distnoted agent
_audiomxd          766   0.0  0.0 435305200   2080   ??  S     8:56PM   0:00.40 /usr/sbin/distnoted agent
_locationd         758   0.0  0.0 435305168   2096   ??  S     8:56PM   0:00.41 /usr/sbin/distnoted agent
root               759   0.0  0.0 435306544   3136   ??  Ss    8:56PM   0:00.03 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
_cmiodalassistants   748   0.0  0.1 435340448   4752   ??  Ss    8:56PM   0:00.15 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
_cmiodalassistants   747   0.0  0.0 435340048   4096   ??  Ss    8:56PM   0:00.07 /usr/libexec/cameracaptured
root               746   0.0  0.1 436612624   4464   ??  Ss    8:56PM   0:00.07 /Library/PrivilegedHelperTools/com.docker.vmnetd
_cmiodalassistants   727   0.0  0.1 435344096   4800   ??  Ss    8:56PM   0:00.81 /usr/sbin/appleh13camerad
_cmiodalassistants   726   0.0  0.0 435340848   4080   ??  Ss    8:56PM   0:00.11 /usr/libexec/com.apple.cmio.videodriverkithostextension.systemextension/Contents/MacOS/com.apple.cmio.videodriverkithostextension
_appleevents       728   0.0  0.1 435340784   4592   ??  Ss    8:56PM   0:00.23 /System/Library/CoreServices/appleeventsd --server
_driverkit         719   0.0  0.0 435239440   1808   ??  Ss    8:56PM   0:00.16 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100000d58 com.apple.AppleUserHIDDrivers
_modelmanagerd     720   0.0  0.1 435364784   8896   ??  Ss    8:56PM   0:00.47 /usr/libexec/modelmanagerd
_driverkit         713   0.0  0.0 435239840   1664   ??  Ss    8:56PM   0:00.05 /System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial com.apple.IOUserDockChannelSerial 0x100000d50 com.apple.DriverKit-IOUserDockChannelSerial
root               714   0.0  0.1 435342000   9232   ??  Ss    8:56PM   0:03.05 /usr/libexec/audioanalyticsd
root               710   0.0  0.1 435342240   5776   ??  Ss    8:56PM   0:02.14 /System/Library/CoreServices/TimeMachine/backupd
_cmiodalassistants   708   0.0  0.0 435305136   2080   ??  S     8:56PM   0:00.40 /usr/sbin/distnoted agent
root               707   0.0  0.1 435342576   6512   ??  Ss    8:56PM   0:02.52 /usr/sbin/WirelessRadioManagerd
root               699   0.0  0.0 435310208   3088   ??  Ss    8:56PM   0:07.10 /usr/libexec/audioclocksyncd
root               679   0.0  0.0 435305840   3088   ??  Ss    8:56PM   0:00.42 /usr/sbin/mDNSResponderHelper
_windowserver      654   0.0  0.0 435305040   2080   ??  S     8:56PM   0:00.43 /usr/sbin/distnoted agent
_coreaudiod        652   0.0  0.0 435305648   2096   ??  S     8:56PM   0:00.46 /usr/sbin/distnoted agent
root               647   0.0  0.0 435304784   2224   ??  S     8:56PM   0:00.48 /usr/sbin/distnoted agent
_biome             671   0.0  0.1 435340496   8432   ??  Ss    8:56PM   0:01.23 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
_audiomxd          668   0.0  0.1 435341632   8416   ??  Ss    8:56PM   0:00.90 /usr/libexec/audiomxd
_networkd          662   0.0  0.2 435357056  13136   ??  Ss    8:56PM   0:12.66 /usr/libexec/symptomsd
_coreaudiod        660   0.0  0.1 435372000   5920   ??  Ss    8:56PM   0:00.05 Core Audio Driver (ParrotAudioPlugin.driver)
root               659   0.0  0.1 435342880   9744   ??  Ss    8:56PM   0:01.31 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
_mdnsresponder     656   0.0  0.2 435358480  12752   ??  Ss    8:56PM   0:10.89 /usr/sbin/mDNSResponder
root               649   0.0  0.1 435345536   5072   ??  Ss    8:56PM   0:02.80 /usr/libexec/eligibilityd
root               646   0.0  0.1 435343600   5424   ??  Ss    8:56PM   0:00.70 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
root               645   0.0  0.3 435373936  21504   ??  Ss    8:56PM   1:17.18 /usr/libexec/airportd
root               641   0.0  0.0 435304512   3088   ??  Ss    8:56PM   0:00.03 /usr/libexec/ApplicationFirewall/socketfilterfw
_analyticsd        622   0.0  0.1 435351472  11040   ??  Ss    8:56PM   0:04.98 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
_locationd         587   0.0  0.2 435367168  18992   ??  Ss    8:56PM   0:39.34 /usr/libexec/locationd
root               627   0.0  0.1 435351968   7648   ??  Ss    8:56PM   0:01.25 /usr/libexec/nehelper
_nsurlsessiond     626   0.0  0.1 435354368   9216   ??  Ss    8:56PM   0:00.72 /usr/libexec/nsurlsessiond --privileged
root               625   0.0  0.0 435304672   2480   ??  Ss    8:56PM   0:00.13 /usr/libexec/apfsd
root               623   0.0  0.1 435351376  11648   ??  Ss    8:56PM   0:02.08 /usr/libexec/lsd runAsRoot
_coreaudiod        621   0.0  0.3 435370688  28656   ??  Ss    8:56PM   1:16.29 /usr/sbin/coreaudiod
_trustd            620   0.0  0.1 435344528   9872   ??  Ss    8:56PM   0:08.59 /usr/libexec/trustd
root               619   0.0  0.0 435323072   2784   ??  Ss    8:56PM   0:00.54 /System/Library/CoreServices/coreservicesd
_corespeechd       562   0.0  0.0 435334816   2288   ??  Ss    8:56PM   0:00.03 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
_distnote          594   0.0  0.0 435304816   3296   ??  Ss    8:56PM   0:02.69 /usr/sbin/distnoted daemon
_timed             583   0.0  0.0 435341168   3760   ??  Ss    8:56PM   0:00.77 /usr/libexec/timed
_usbmuxd           584   0.0  0.0 435351360   3200   ??  Ss    8:56PM   0:00.16 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
tanu               615   0.0  0.4 435640416  34720   ??  Ss    8:56PM   0:35.04 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root               614   0.0  0.1 435306912   5168   ??  Ss    8:56PM   0:08.72 /usr/sbin/cfprefsd daemon
root               613   0.0  0.1 435356848  12080   ??  Ss    8:56PM   0:05.00 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
root               611   0.0  0.0 435304592   2176   ??  Ss    8:56PM   0:00.26 /usr/libexec/logd_helper
root               554   0.0  0.0 435305440   2672   ??  Ss    8:56PM   0:00.03 /usr/libexec/IOMFB_bics_daemon
root               547   0.0  0.1 435560416   9488   ??  Ss    8:56PM   0:01.85 /usr/sbin/systemstats --daemon
root               544   0.0  0.1 435347232   8704   ??  Ss    8:56PM   0:01.81 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root               574   0.0  0.1 435362208  12208   ??  Ss    8:56PM   0:03.21 /usr/libexec/coreduetd
root               578   0.0  0.1 435350816  10656   ??  Ss    8:56PM   0:05.30 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
root               599   0.0  0.0 435340784   3424   ??  Ss    8:56PM   0:00.13 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root               609   0.0  0.1 435359408   9088   ??  Ss    8:56PM   0:00.65 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root               575   0.0  0.0 435306320   1904   ??  Ss    8:56PM   0:01.32 /usr/sbin/syslogd
root               551   0.0  0.1 435345344   8736   ??  Ss    8:56PM   0:09.87 /usr/libexec/configd
root               543   0.0  0.1 435312848   5360   ??  Ss    8:56PM   0:28.97 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
root               539   0.0  0.2 435422784  15136   ??  Ss    8:56PM   0:26.07 /usr/libexec/logd
root               541   0.0  0.1 435350368  11088   ??  Ss    8:56PM   0:02.92 /usr/libexec/UserEventAgent (System)
root               568   0.0  0.2 435398480  20176   ??  Ss    8:56PM   0:39.43 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds
root               558   0.0  0.0 435340832   3120   ??  Ss    8:56PM   0:00.07 /usr/libexec/remoted
root               564   0.0  0.0 435305872   3296   ??  Ss    8:56PM   0:00.41 /usr/libexec/watchdogd
root               590   0.0  0.0 435301216   2224   ??  Ss    8:56PM   0:00.03 autofsd
root               604   0.0  0.2 435372512  18016   ??  Ss    8:56PM   0:36.79 /usr/sbin/bluetoothd
root               600   0.0  0.0 435300832   1584   ??  Ss    8:56PM   0:00.02 /usr/sbin/KernelEventAgent
root               591   0.0  0.2 435348176  15360   ??  Ss    8:56PM   0:23.79 /usr/libexec/dasd
root               553   0.0  0.1 435343216   9424   ??  Ss    8:56PM   0:09.07 /System/Library/CoreServices/powerd.bundle/powerd
root               585   0.0  0.1 435344592   7456   ??  Ss    8:56PM   0:01.25 /usr/sbin/securityd -i
root               581   0.0  0.2 435470256  12640   ??  Ss    8:56PM   0:06.42 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root               577   0.0  0.0 435340384   4096   ??  Ss    8:56PM   0:01.61 /usr/libexec/thermalmonitord
root               592   0.0  0.0 435340400   3376   ??  Ss    8:56PM   0:00.06 /usr/libexec/corerepaird
root               608   0.0  0.1 435306432   5408   ??  Ss    8:56PM   0:00.90 /usr/libexec/AirPlayXPCHelper
root               598   0.0  0.1 435305120   4800   ??  Ss    8:56PM   0:00.13 /System/Library/CoreServices/logind
root               605   0.0  0.0 435305072   3680   ??  Ss    8:56PM   0:07.09 /usr/sbin/notifyd
root               580   0.0  0.1 435346720  10608   ??  Ss    8:56PM   0:22.81 /usr/libexec/opendirectoryd
root               579   0.0  0.1 435371120   9536   ??  Ss    8:56PM   0:00.12 /usr/libexec/xprotectd
root               570   0.0  0.0 435344624   3904   ??  Ss    8:56PM   0:01.14 /usr/libexec/kernelmanagerd
root               571   0.0  0.1 435340192   4832   ??  Ss    8:56PM   0:01.13 /usr/libexec/diskarbitrationd
root              8970   0.0  0.0 435299728   1600 s001  R+   11:14AM   0:00.00 ps aux
root                 1   0.0  0.2 435245904  15120   ??  Ss    8:35PM   0:47.31 /sbin/launchd
tanu              8965   0.0  0.0 435300016   1984 s001  S+   11:14AM   0:00.02 sh ./new.sh
tanu              8955   0.0  0.2 435359264  12608   ??  S    11:14AM   0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
tanu              8886   0.0  0.3 435358864  23232   ??  S    11:13AM   0:00.11 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
tanu              8879   0.0  0.3 435359104  23600   ??  S    11:12AM   0:00.12 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
tanu              8874   0.0  0.1 435339248   4416   ??  S    11:12AM   0:00.07 /usr/libexec/naturallanguaged
tanu              8868   0.0  1.0 1949107488  81168   ??  S    11:11AM   0:00.09 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.138/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=6c37f80b-4401-4597-b87d-b4a1d2a4bcfb --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=71 --time-ticks-at-unix-epoch=-1787022621957230 --launch-time-ticks=9091741082 --shared-files --metrics-shmem-handle=1752395122,r,17563759281601366668,5518536747284330461,2097152 --field-trial-handle=1718379636,r,1380034372471319010,13307171947364953388,262144 --variations-seed-version=20260817-170059.061000-production --pseudonymization-salt-handle=1935764596,r,7582646826976755304,17069788977210053331,4 --trace-process-track-uuid=3190709052841842773 --seatbelt-client=291
tanu              8867   0.0  2.0 1949161232 165312   ??  S    11:11AM   0:00.65 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.138/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=6c37f80b-4401-4597-b87d-b4a1d2a4bcfb --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=70 --time-ticks-at-unix-epoch=-1787022621957230 --launch-time-ticks=9091565021 --shared-files --metrics-shmem-handle=1752395122,r,15249702291236652207,6216582220998760739,2097152 --field-trial-handle=1718379636,r,1380034372471319010,13307171947364953388,262144 --variations-seed-version=20260817-170059.061000-production --pseudonymization-salt-handle=1935764596,r,7582646826976755304,17069788977210053331,4 --trace-process-track-uuid=3190709051904800924 --seatbelt-client=290
tanu              8865   0.0  0.3 435359440  24816   ??  S    11:11AM   0:00.25 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
tanu              8857   0.0  1.3 1949109120 106448   ??  S    11:11AM   0:00.16 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.138/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=6c37f80b-4401-4597-b87d-b4a1d2a4bcfb --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=69 --time-ticks-at-unix-epoch=-1787022621957230 --launch-time-ticks=9080702440 --shared-files --metrics-shmem-handle=1752395122,r,4413697439904487259,14196056918550676239,2097152 --field-trial-handle=1718379636,r,1380034372471319010,13307171947364953388,262144 --variations-seed-version=20260817-170059.061000-production --pseudonymization-salt-handle=1935764596,r,7582646826976755304,17069788977210053331,4 --trace-process-track-uuid=3190709050967759075 --seatbelt-client=290
tanu              8849   0.0  0.7 502829216  58736   ??  S    11:11AM   0:00.04 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.138/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-GB --service-sandbox-type=service --metrics-client-id=6c37f80b-4401-4597-b87d-b4a1d2a4bcfb --shared-files --metrics-shmem-handle=1752395122,r,2091833250175097004,7500732543908256501,524288 --field-trial-handle=1718379636,r,1380034372471319010,13307171947364953388,262144 --variations-seed-version=20260817-170059.061000-production --pseudonymization-salt-handle=1935764596,r,7582646826976755304,17069788977210053331,4 --trace-process-track-uuid=3190709048156633528 --seatbelt-client=277
root              8840   0.0  0.0 435301664   2912   ??  Ss   11:10AM   0:00.03 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
tanu              8814   0.0  1.6 1949319168 132992   ??  S    11:09AM   0:00.80 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper /Applications/Visual Studio Code.app/Contents/Resources/app/node_modules.asar.unpacked/@github/copilot-darwin-arm64/index.js --headless --no-auto-update --log-level info --stdio --no-auto-login
tanu              8379   0.0  0.0 435399488   3968   ??  Ss   11:09AM   0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
tanu              8381   0.0  0.0 435395072   4000   ??  Ss   11:09AM   0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
tanu              8119   0.0  1.0 1951234832  80944   ??  S    11:09AM   0:00.89 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/tanu/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9458431235594540028,15585894896963821401,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10488696142628208022,14478693751458410815,4 --trace-process-track-uuid=3190708992871164437
